model,scenario,exclude,category,subcategory,Kyoto-GHG|2010 (SAR),baseline,marker,reference,project,median warming at peak (MAGICC6),year of peak warming (MAGICC6),median warming in 2100 (MAGICC6),median warming peak-and-decline (MAGICC6),median warming at peak (FAIR),year of peak warming (FAIR),exceedance year|1.5°C,return year|1.5°C,overshoot years|1.5°C,exceedance severity|1.5°C,exceedance year|2.0°C,return year|2.0°C,overshoot years|2.0°C,minimum net CO2 emissions (Gt CO2/yr),"cumulative CO2 emissions (2016-2100, Gt CO2)","cumulative CCS (2016-2100, Gt CO2)","cumulative BECCS (2016-2100, Gt CO2)","cumulative sequestration land-use (2016-2100, Gt CO2)","cumulative CO2 emissions (2016 to peak warming, Gt CO2)",year of netzero CO2 emissions,"cumulative CO2 emissions (2016 to netzero, Gt CO2)",warming at netzero (MAGICC6),final energy|2100,carbon price|2030,carbon price|2030 (NPV),carbon price|2050,carbon price|2050 (NPV),carbon price|2100,carbon price|2100 (NPV),carbon price|Avg NPV (2030-2100),carbon price|AC NPV (2030-2100),carbon price|CC NPV (2030-2100)
AIM/CGE 2.0,SFCM_SSP2_Bio_2Degree,FALSE,Above 2C,Above 2C,in range,SFCM_SSP2_Bio_Baseline,,"Liu et al., 2018",SFCM,2.049389676,2100,2.049389676,0,1.688,2100,2036,,,,2093,,,13.6887114,1798.495295,,,,1798.495295,inf,1798.495295,2.049389676,527.3693,72.4999,44.50864949,175.5161,40.61046742,446.4959,9.008936996,31.42252044,31.12971267,31.40281785
AIM/CGE 2.0,SFCM_SSP2_Bio_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.229759561,2100,4.229759561,0,3.369,2100,2031,,,,2045,,,34.690406,5125.605304,,,,5125.605304,inf,5125.605304,4.229759561,654.6344,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_EEEI_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_EEEI_Baseline,,"Liu et al., 2018",SFCM,1.551035488,2056,1.539714141,0.011321347,1.297,2100,2040,,,,,,,3.0155876,878.6865898,,,,725.3876935,inf,878.6865898,1.539714141,357.6842,301.1279,184.8664088,914.1629,211.5166795,3659.5234,73.8381153,185.8140049,186.6181325,187.5778356
AIM/CGE 2.0,SFCM_SSP2_EEEI_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_EEEI_Baseline,,"Liu et al., 2018",SFCM,1.941680764,2100,1.941680764,0,1.596,2100,2036,,,,,,,8.8371301,1543.047952,,,,1543.047952,inf,1543.047952,1.941680764,384.6424,52.289,32.10091011,158.8592,36.75643639,598.2821,12.07152349,30.3558109,30.43858083,30.60788752
AIM/CGE 2.0,SFCM_SSP2_EEEI_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,3.853307807,2100,3.853307807,0,3.071,2100,2031,,,,2046,,,34.690406,4119.451065,,,,4119.451065,inf,4119.451065,3.853307807,488.4732,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_LifeStyle_Baseline,,"Liu et al., 2018",SFCM,1.580612692,2100,1.580612692,0,1.329,2100,2041,,,,,,,4.3297312,970.5743898,,,,970.5743898,inf,970.5743898,1.580612692,431.2643,309.5292,190.0240782,805.0557,186.2717339,1893.5513,38.20613887,145.2213948,144.1838201,145.3649527
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_LifeStyle_Baseline,,"Liu et al., 2018",SFCM,1.964185563,2100,1.964185563,0,1.608,2100,2036,,,,,,,10.591572,1626.255062,,,,1626.255062,inf,1626.255062,1.964185563,468.0274,58.9435,36.18619586,154.401,35.72490945,434.134,8.759511238,27.95423821,27.80030661,28.01574071
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,3.984012982,2100,3.984012982,0,3.172,2100,2031,,,,2046,,,34.690406,4573.091465,,,,4573.091465,inf,4573.091465,3.984012982,565.8332,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_Ref_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_Ref_Baseline,,"Liu et al., 2018",SFCM,1.605176487,2100,1.605176487,0,1.359,2100,2040,,,,,,,4.8686395,1019.955022,,,,1019.955022,inf,1019.955022,1.605176487,473.7097,338.4762,207.7950252,944.3772,218.5075871,2426.6615,48.96269051,170.8746004,170.1615327,171.4200923
AIM/CGE 2.0,SFCM_SSP2_Ref_2Degree,FALSE,Above 2C,Above 2C,in range,SFCM_SSP2_Ref_Baseline,,"Liu et al., 2018",SFCM,2.002603653,2100,2.002603653,0,1.646,2100,2036,,,,2100,,,11.9665702,1704.004766,,,,1704.004766,inf,1704.004766,2.002603653,516.7811,71.4502,43.86422475,184.1128,42.59954993,583.7221,11.77774672,34.52763533,34.38322629,34.63745191
AIM/CGE 2.0,SFCM_SSP2_Ref_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.216384856,2100,4.216384856,0,3.36,2100,2031,,,,2045,,,34.690406,5087.244827,,,,5087.244827,inf,5087.244827,4.216384856,653.5753,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_ST_CCS_Baseline,,"Liu et al., 2018",SFCM,1.637778782,2100,1.637778782,0,1.384,2100,2040,,,,,,,5.7595482,1074.291318,,,,1074.291318,inf,1074.291318,1.637778782,480.322,334.538,205.377312,841.4433,194.6910039,1959.3999,39.53476448,152.5824331,151.3297918,152.6127189
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_2Degree,FALSE,Above 2C,Above 2C,in range,SFCM_SSP2_ST_CCS_Baseline,,"Liu et al., 2018",SFCM,2.029327494,2100,2.029327494,0,1.668,2100,2036,,,,2096,,,12.9818406,1754.692421,,,,1754.692421,inf,1754.692421,2.029327494,525.0889,67.558,41.47475158,169.185,39.14559365,500.5294,10.09916962,31.46154937,31.27518901,31.52101138
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.216384856,2100,4.216384856,0,3.36,2100,2031,,,,2045,,,34.690406,5087.244827,,,,5087.244827,inf,5087.244827,4.216384856,653.5753,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_ST_bio_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_ST_bio_Baseline,,"Liu et al., 2018",SFCM,1.633391827,2100,1.633391827,0,1.381,2100,2040,,,,,,,5.5657567,1068.410865,,,,1068.410865,inf,1068.410865,1.633391827,477.5288,337.3066,207.0769922,860.1482,199.018896,2039.1069,41.1430107,155.5255337,154.3283476,155.6154275
AIM/CGE 2.0,SFCM_SSP2_ST_bio_2Degree,FALSE,Above 2C,Above 2C,in range,SFCM_SSP2_ST_bio_Baseline,,"Liu et al., 2018",SFCM,2.027807559,2100,2.027807559,0,1.667,2100,2036,,,,2096,,,12.9288417,1754.48302,,,,1754.48302,inf,1754.48302,2.027807559,523.6985,71.4849,43.88552754,177.0989,40.97669164,499.9551,10.08758198,32.4207298,32.19110973,32.45413916
AIM/CGE 2.0,SFCM_SSP2_ST_bio_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.22377095,2100,4.22377095,0,3.365,2100,2031,,,,2045,,,34.690406,5109.295124,,,,5109.295124,inf,5109.295124,4.22377095,654.5539,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_ST_nuclear_Baseline,,"Liu et al., 2018",SFCM,1.596802348,2100,1.596802348,0,1.351,2100,2040,,,,,,,4.5778858,1001.28697,,,,1001.28697,inf,1001.28697,1.596802348,486.5038,337.8677,207.421459,938.7494,217.2054411,2544.6631,51.34360594,172.7652421,172.159715,173.4022891
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_ST_nuclear_Baseline,,"Liu et al., 2018",SFCM,1.997648813,2100,1.997648813,0,1.642,2100,2036,,,,,,,11.4887655,1688.596429,,,,1688.596429,inf,1688.596429,1.997648813,531.5333,72.6718,44.61418118,180.2195,41.69872811,572.905,11.55949036,34.03793115,33.85900978,34.1190562
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.220998171,2100,4.220998171,0,3.362,2100,2031,,,,2045,,,34.690406,5091.601869,,,,5091.601869,inf,5091.601869,4.220998171,661.2013,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_ST_solar_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_ST_solar_Baseline,,"Liu et al., 2018",SFCM,1.590613982,2100,1.590613982,0,1.346,2100,2040,,,,,,,4.3664127,990.635399,,,,990.635399,inf,990.635399,1.590613982,480.8187,332.6596,204.2241374,952.7241,220.4388715,2655.3635,53.57720524,176.3518896,175.9562904,177.167217
AIM/CGE 2.0,SFCM_SSP2_ST_solar_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_ST_solar_Baseline,,"Liu et al., 2018",SFCM,1.994206529,2100,1.994206529,0,1.64,2100,2036,,,,,,,11.4292472,1684.44857,,,,1684.44857,inf,1684.44857,1.994206529,520.8448,70.5329,43.30108212,182.4747,42.22053053,596.134,12.02818133,34.48944941,34.36512144,34.61390857
AIM/CGE 2.0,SFCM_SSP2_ST_solar_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.209784224,2100,4.209784224,0,3.354,2100,2031,,,,2045,,,34.690406,5067.798518,,,,5067.798518,inf,5067.798518,4.209784224,654.3566,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_ST_wind_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_ST_wind_Baseline,,"Liu et al., 2018",SFCM,1.583745235,2100,1.583745235,0,1.34,2100,2040,,,,,,,4.2150125,977.558059,,,,977.558059,inf,977.558059,1.583745235,487.1049,325.4152,199.7767042,951.3676,220.125008,2751.7203,55.52139407,177.7769013,177.5732128,178.7435092
AIM/CGE 2.0,SFCM_SSP2_ST_wind_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_ST_wind_Baseline,,"Liu et al., 2018",SFCM,1.993290409,2100,1.993290409,0,1.639,2100,2036,,,,,,,11.5400129,1681.571656,,,,1681.571656,inf,1681.571656,1.993290409,522.5225,69.236,42.50489802,177.069,40.96977346,589.9278,11.90295898,33.75807658,33.63654927,33.88000683
AIM/CGE 2.0,SFCM_SSP2_ST_wind_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.205334218,2100,4.205334218,0,3.351,2100,2031,,,,2045,,,34.690406,5057.136404,,,,5057.136404,inf,5057.136404,4.205334218,656.0445,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_SupTech_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_SupTech_Baseline,,"Liu et al., 2018",SFCM,1.626632091,2100,1.626632091,0,1.376,2100,2040,,,,,,,5.3647864,1046.663818,,,,1046.663818,inf,1046.663818,1.626632091,511.6559,314.1019,192.8313194,760.1161,175.8737239,1937.9613,39.10219837,143.363962,142.240261,143.4317788
AIM/CGE 2.0,SFCM_SSP2_SupTech_2Degree,FALSE,Above 2C,Above 2C,in range,SFCM_SSP2_SupTech_Baseline,,"Liu et al., 2018",SFCM,2.034862356,2100,2.034862356,0,1.673,2100,2036,,,,2095,,,12.696647,1751.289782,,,,1751.289782,inf,1751.289782,2.034862356,561.7491,64.2685,39.45528394,146.1754,33.82169111,419.4072,8.46236895,27.49539051,27.24081738,27.47931618
AIM/CGE 2.0,SFCM_SSP2_SupTech_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,4.21029218,2100,4.21029218,0,3.354,2100,2031,,,,2045,,,34.690406,5061.951456,,,,5061.951456,inf,5061.951456,4.21029218,664.8121,,,,,,,,,
AIM/CGE 2.0,SFCM_SSP2_combined_1p5Degree,FALSE,Lower 2C,Lower 2C,in range,SFCM_SSP2_combined_Baseline,,"Liu et al., 2018",SFCM,1.556250682,2100,1.556250682,0,1.303,2100,2040,,,,,,,3.3304104,885.0294241,,,,885.0294241,inf,885.0294241,1.556250682,345.6285,256.2163,157.2945823,588.4029,136.1431618,1808.1254,36.48250255,117.5798556,116.7924154,117.7346707
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,FALSE,Higher 2C,Higher 2C,in range,SFCM_SSP2_combined_Baseline,,"Liu et al., 2018",SFCM,1.943091236,2100,1.943091236,0,1.59,2100,2036,,,,,,,7.8746226,1516.563264,,,,1516.563264,inf,1516.563264,1.943091236,374.1872,37.6282,23.10045069,101.7923,23.55244267,273.2096,5.512543504,18.14373775,18.04936074,18.18777815
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Liu et al., 2018",SFCM,3.616842915,2100,3.616842915,0,2.882,2100,2031,,,,2047,,,34.690406,3633.649538,,,,3633.649538,inf,3633.649538,3.616842915,421.306,,,,,,,,,
AIM/CGE 2.0,SSP1-19,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,SSP1-Baseline,S1,"Rogelj et al., 2018",SSP (1.9Wm2),1.515753724,2046,1.26992259,0.245831134,1.238,2033,2039,2054,15,0.15531823,,,,-4.4748741,471.8036123,348.34031,151.0882226,,623.96995,2055,638.0186503,1.486656553,311.6341,204.47141,125.5277086,620.8466,143.6499023,2398.74976,48.399516,124.2027116,124.6655922,125.3263964
AIM/CGE 2.0,SSP1-26,FALSE,Lower 2C,Lower 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,1.73084755,2071,1.701554601,0.029292949,1.416,2100,2034,,,,,,,0.0177377,1135.804021,455.4490495,112.6905789,-272.7142596,1094.052497,inf,1135.804021,1.701554601,326.1978,35.66255,21.8937121,114.37151,26.46298818,423.88082,8.552633073,22.63979337,22.74269157,22.85839386
AIM/CGE 2.0,SSP1-34,FALSE,Above 2C,Above 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,2.165606434,2100,2.165606434,0,1.77,2100,2032,,,,2066,,,9.0377818,1956.122732,159.484812,15.10346995,-212.3753298,1956.122732,inf,1956.122732,2.165606434,348.4575,7.80109,4.789192543,30.04683,6.952158866,112.68037,2.273549105,5.723641904,5.771651553,5.795224292
AIM/CGE 2.0,SSP1-45,FALSE,Above 2C,Above 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,2.685213287,2100,2.685213287,0,2.163,2100,2032,,,,2049,,,18.7381346,2646.132984,0.2261039,,-192.9579148,2646.132984,inf,2646.132984,2.685213287,361.3381,1.13641,0.69765716,1.24311,0.28762762,42.8582,0.864748867,0.800128648,0.8200184,0.819868917
AIM/CGE 2.0,SSP1-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,3.394788152,2100,3.394788152,0,2.736,2100,2031,,,,2046,,,29.8798054,3172.953431,,,-158.2347917,3172.953431,inf,3172.953431,3.394788152,387.116,,,,,,,,,
AIM/CGE 2.0,SSP2-19,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,SSP2-Baseline,,"Rogelj et al., 2018",SSP (1.9Wm2),1.535909752,2048,1.255701461,0.280208291,1.246,2035,2037,2058,21,0.486412334,,,,-8.9868596,361.4493949,945.6077385,482.3727297,,690.8114325,2051,692.262006,1.531049617,488.4685,375.45079,230.494216,1079.91488,249.8679497,2993.4454,60.39867557,193.7355133,193.1823123,194.543033
AIM/CGE 2.0,SSP2-26,FALSE,Lower 2C,Lower 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,1.730295497,2071,1.670351895,0.059943602,1.4,2072,2033,,,,,,,-4.8416014,999.8103874,1157.458626,406.8614429,-285.9855943,1075.009254,2074,1075.700078,1.728980655,523.59,111.78002,68.62323576,258.67237,59.85095301,1034.75207,20.87816754,50.6230015,50.39224978,50.76956674
AIM/CGE 2.0,SSP2-34,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,2.123129336,2100,2.123129336,0,1.739,2100,2033,,,,2069,,,4.2354263,1829.438634,1019.675455,293.7451569,-241.7799931,1829.438634,inf,1829.438634,2.123129336,570.9916,35.57378,21.83921502,82.21378,19.02241466,273.07643,5.509856536,14.73505388,14.60555047,14.73149306
AIM/CGE 2.0,SSP2-45,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,2.625672627,2100,2.625672627,0,2.132,2100,2033,,,,2051,,,11.6656413,2757.367758,461.8211179,130.5488099,-221.2763133,2757.367758,inf,2757.367758,2.625672627,602.165,7.32424,4.496448008,19.50487,4.512987057,128.80681,2.598931896,4.716510586,4.760379456,4.778629865
AIM/CGE 2.0,SSP2-60,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,3.353885856,2100,3.353885856,0,2.723,2100,2032,,,,2048,,,34.3739345,3953.01031,,,-203.4015636,3953.01031,inf,3953.01031,3.353885856,662.4805,4.54795,2.792046781,2.8292,0.654613078,14.14677,0.285439037,0.747360402,0.697660458,0.715163057
AIM/CGE 2.0,SSP2-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,4.22045867,2100,4.22045867,0,3.366,2100,2031,,,,2045,,,34.3739345,5093.24797,,,-210.0801943,5093.24797,inf,5093.24797,4.22045867,680.8059,,,,,,,,,
AIM/CGE 2.0,SSP3-34,FALSE,Above 2C,Above 2C,in range,SSP3-Baseline,,"Riahi et al., 2017",SSP,2.181302256,2092,2.175493675,0.005808581,1.781,2099,2032,,,,2055,,,-3.8619427,1746.943051,957.810458,438.7676875,-227.0405602,1769.022715,2089,1772.107519,2.177205075,537.4726,96.16684,59.03809763,202.67863,46.89526431,1284.44514,25.91621858,41.37151354,41.33201761,41.60117092
AIM/CGE 2.0,SSP3-45,FALSE,Above 2C,Above 2C,in range,SSP3-Baseline,,"Riahi et al., 2017",SSP,2.609246319,2100,2.609246319,0,2.118,2100,2032,,,,2050,,,6.4018363,2498.233675,869.9430451,310.5622829,-214.5487711,2498.233675,inf,2498.233675,2.609246319,581.5454,25.76937,15.82015778,71.03404,16.43567494,491.60628,9.919128044,14.78989445,14.92822676,14.98510013
AIM/CGE 2.0,SSP3-60,FALSE,Above 2C,Above 2C,in range,SSP3-Baseline,,"Riahi et al., 2017",SSP,3.219893798,2100,3.219893798,0,2.585,2100,2032,,,,2049,,,31.2482021,3693.777975,333.238701,39.6405136,-203.7004115,3693.777975,inf,3693.777975,3.219893798,675.9171,21.84347,13.40999574,31.4468,7.276080352,90.98419,1.835785805,5.381340706,5.189916863,5.273070634
AIM/CGE 2.0,SSP3-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,4.174974228,2100,4.174974228,0,3.372,2100,2032,,,,2047,,,34.3739345,5663.947647,,,-207.6997964,5663.947647,inf,5663.947647,4.174974228,778.9788,,,,,,,,,
AIM/CGE 2.0,SSP4-26,FALSE,Lower 2C,Lower 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,1.758977801,2079,1.720876471,0.03810133,1.423,2092,2034,,,,,,,-2.785298,1244.096579,1058.761863,256.0352188,-274.5360663,1271.236603,2084,1272.373529,1.752966793,507.9138,45.276,27.79553647,77.14476,17.84955775,325.74267,6.572501989,16.38144394,16.15847738,16.31880934
AIM/CGE 2.0,SSP4-34,FALSE,Above 2C,Above 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,2.189955597,2100,2.189955597,0,1.776,2100,2034,,,,2069,,,6.3273842,2127.775909,559.3602011,71.05416225,-245.2239332,2127.775909,inf,2127.775909,2.189955597,531.8818,14.02599,8.610741155,28.94045,6.696167484,70.4671,1.421812976,5.1822675,5.099708509,5.153586541
AIM/CGE 2.0,SSP4-45,FALSE,Above 2C,Above 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,2.652732909,2100,2.652732909,0,2.146,2100,2033,,,,2053,,,16.7182348,2959.254658,93.13849385,1.8614673,-236.9169063,2959.254658,inf,2959.254658,2.652732909,537.3104,1.68817,1.036389937,3.38745,0.783779538,39.89524,0.804965294,1.093543363,1.109016589,1.111863645
AIM/CGE 2.0,SSP4-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,3.495051955,2100,3.495051955,0,2.791,2100,2032,,,,2048,,,34.3739345,3711.307429,,,-227.8957076,3711.307429,inf,3711.307429,3.495051955,559.6687,,,,,,,,,
AIM/CGE 2.0,SSP5-26,FALSE,Lower 2C,Lower 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,1.779737815,2062,1.686755282,0.092982533,1.438,2072,2031,,,,,,,-7.6392179,873.9770362,1801.441635,939.817538,-265.9516283,1031.099579,2067,1037.232492,1.779296871,689.0366,234.85099,144.1781354,509.2362,117.8257727,1101.2562,22.22001976,89.70415499,88.33949437,89.25572464
AIM/CGE 2.0,SSP5-34,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,2.172025555,2100,2.172025555,0,1.794,2096,2031,,,,2060,,,1.6141539,1799.852687,1923.977347,767.6002202,-216.954466,1799.852687,inf,1799.852687,2.172025555,748.3736,66.52503,40.84059761,128.92924,29.83131861,478.96673,9.664100149,26.84642756,26.57395686,26.81286261
